name	city	code	host	address
North Wake Martial Arts	Prince Albert	SK	northwakemartialarts.com	16-243 S Industrial Dr, Prince Albert SK S6V 7L7
The Lab Brazilian Jiu-Jitsu Academy	Prince Albert	SK	thebjjlab.com	21 11th St E, Prince Albert SK
Ascendant Martial Arts	Regina	SK	ascendantmartialarts.ca	1171 Winnipeg St, Regina SK S4R 1J5
Expedition Brazilian Jiu-Jitsu	Regina	SK	expeditionbjj.ca	1535-B McAra St, Regina SK S4N 6H4
Alliance Training Center	Saskatoon	SK	alliancetrainingcenter.com	339 Edson St, Saskatoon SK S7J 4C8
Scheer's Martial Arts	Saskatoon	SK	scheersmartialarts.com	15 Glazier Rd, Saskatoon SK S7K 3J8
Valens Jiu Jitsu Academy Saskatoon	Saskatoon	SK	valensjiujitsu.ca	510 Lauriston St #20, Saskatoon SK S7K 0R5
Weyburn MMA Club	Weyburn	SK		46 13th St
Yorkton Martial Arts Training Center	Yorkton	SK	ymatc.com	295 Broadway St W, Yorkton SK
Paul Tom's Academy of Brazilian Jiu-Jitsu	American Fork	UT	bjjutah.com	920 E State St, American Fork, UT 84003
Crown BJJ	Bluffdale	UT	crownbjj.com	14719 S 855 W, Bluffdale, UT 84065
Viotti BJJ Academy	Bountiful	UT	viottibjjacademy.com	545 W 500 S #130, Bountiful, UT 84010
Caique Jiu Jitsu Utah Academy	Clearfield	UT	cjjutah.com	1060 W 300 N Suite C, Clearfield, UT 84015
Gracie Barra Heber City	Heber City	UT	graciebarraheber.com	2237 S 390 W, Heber City, UT 84032
Adapt Jiu-Jitsu	Herriman	UT	adaptbjj.com	
Gracie Barra Herriman	Herriman	UT	gbherriman.com	5746 W 13400 S, Herriman, UT 84096
Ultimate Combat Training Center	Holladay	UT	ultimatecombat.com	1939 E Murray Holladay Rd, Holladay, UT 84117
J-Crew Jiu-Jitsu	Hyrum	UT	jcrewbjj.com	120 N 800 E Bldg B Unit 4
Renzo Gracie Utah	Kaysville	UT	renzogracieutah.com	860 W 300 N, Kaysville, UT
Gracie Barra Layton	Layton	UT	gblayton.com	70 S Fairfield Rd E #4, Layton, UT 84041
Team Link Utah	Layton	UT	teamlinkutahbjj.com	3020 N Fairfield Rd Ste B
Roots Combat Club	Lehi	UT	rootscombatclub.com	1657 N State St
Cache Valley Martial Arts and Fitness	Logan	UT	cachevalleymartialarts.com	953 W 700 N Ste 107
Infinity BJJ Utah	Mapleton	UT	infinitybjjutah.com	1885 W Alvey Dr Unit 3
First BJJ	Millcreek	UT	firstbjj.com	5508 Van Winkle, Salt Lake City, UT 84117
Gracie Barra North Salt Lake	North Salt Lake	UT	gbnorthsaltlake.com	76 S Orchard Dr, North Salt Lake, UT 84054
Mori Training Center	Ogden	UT	mori-jiu-jitsu.com	3733 S 250 W
Westside BJJ Ogden	Ogden	UT	westsidebjjogden.com	2562 Washington Blvd
Bobby Lawrence Karate Orem	Orem	UT	oremkarate.com	976 S State St
Gracie Barra Orem	Orem	UT	gborem-utah.com	64 State St, Orem, UT
BJJ Revolution Park City (Malmberg Jiu-Jitsu)	Park City	UT	jiujitsurevolution.com	2080 Gold Dust Lane
Gracie Barra Park City	Park City	UT	gbparkcity.com	8178 Gorgoza Pines Rd Ste G, Park City, UT 84098
Park City Jiu Jitsu	Park City	UT	parkcitybjj.com	6430 N Business Park Loop Rd Unit D
10th Planet Pleasant Grove	Pleasant Grove	UT	10thplanetpleasantgrove.com	2416 W 700 S Unit 120
Agema Jiu Jitsu and MMA	Provo	UT	agemagym.com	1200 Towne Centre Blvd
Thiago Alves BJJ	Riverdale	UT	thiagoalvesbjj.com	4042 Pacific Ave, Riverdale, UT 84405
Gracie Barra Riverton	Riverton	UT	gbriverton.com	2936 W 12600 S Ste 1&2, Riverton, UT 84065
10th Planet Jiu-Jitsu SLC	Salt Lake City	UT	10thplanetslc.com	215 S 1000 E, Salt Lake City, UT 84102
Fusion Academy	Salt Lake City	UT	fusionbjj.com	Simpson Ave, Salt Lake City, UT
Marangoni BJJ	Salt Lake City	UT	bjjsaltlake.com	480 E 6th Ave, Salt Lake City, UT 84103
Renzo Gracie SLC	Salt Lake City	UT	renzogracieslc.com	615 Simpson Ave, Salt Lake City, UT 84106
Elite Performance Gym (Jeremy Horn's)	Sandy	UT	eliteperformancegym.com	9599 S 500 W
Gracie Barra Sandy	Sandy	UT	graciebarra.com	8912 S 700 E, Sandy, UT 84070
Unified BJJ	South Jordan	UT	unifiedbjj.com	1098 W South Jordan Pkwy #107 & #108, South Jordan, UT 84095
Vida Jiu-Jitsu Utah	Spanish Fork	UT	vidajiujitsu.com	198 W 3450 N Ste 103
Fusion MMA and Jiu Jitsu	St. George	UT	teamfusionmma.com	2746 E 850 N #1
Fusion MMA and Jiu Jitsu Sunset	St. George	UT	teamfusionmma.com	1469 W Sunset Blvd
Gracie Jiu-Jitsu St. George	St. George	UT	graciestgeorge.com	1478 S 270 E Ste 4A
STG Jiu Jitsu	St. George	UT	stgjiujitsu.com	1487 S Silicon Way A6
Tooele Martial Arts Academy	Tooele	UT	tooelemartialartsacademy.com	10 S Garnet St Bldg 669 #4, Tooele, UT 84074
Triad Jiu Jitsu	Vernal	UT	triadjiujitsu.com	510 E Main St
Absolute MMA	West Jordan	UT	absolutemma.com	1338 W 7800 S
CR Brazilian Jiu Jitsu	West Jordan	UT	crbjjusa.com	5320 Wells Park Rd Unit 1
Gracie Barra West Jordan	West Jordan	UT	gbwestjordan.com	8018 Welby Park Dr #2, West Jordan, UT 84088
D's Jiu-Jitsu Academy	Casper	WY	dsbjjcasper.com	2000 Casper St, Casper WY 82604
Black Label BJJ of Cheyenne	Cheyenne	WY	blacklabel307.com	1121 Old Town Ln, Cheyenne WY 82009
Potter Combat Academy	Cody	WY	pottercombat.com	1713 17th St, Cody WY 82414
Western Plains Brazilian Jiu Jitsu	Gillette	WY	westernplainsbrazilianjiujitsu.com	900 Ez Street, Gillette, WY 82718
Duality BJJ	Green River	WY	dualitybjj.com	142 E Flaming Gorge Way, Green River WY 82935
Jackson Hole MMA	Jackson	WY	jacksonholemma.com	3580 South Park Dr, Jackson WY 83001
Wind River Dojo	Lander	WY	windriverdojo.org	465 Lincoln St, Lander WY 82520
Third Way Jiu Jitsu	Laramie	WY	thirdwayjiujitsu.com	407 S 21st St, Laramie WY 82070
Wyo Faction	Rock Springs	WY	wyofaction.com	1248 Dewar Drive, Rock Springs, WY 82901
Alliance Ames Brazilian JiuJitsu	Ames	IA	amesbrazilianjiu-jitsu.com	104 Kellogg Ave, Ames, IA 50010
Elite Edge Gym Ankeny	Ankeny	IA	eliteedgegym.com	116 SE Lorenz Drive, Ankeny, IA 50021
Breaking Point Jiu-Jitsu Bettendorf	Bettendorf	IA	breakingpointbjj.com	6990 Competition Court, Bettendorf, IA 52722
Kutting Edge Jiu-Jitsu Academy	Burlington	IA	kuttingedgejiujitsuacademy.com	
Hard Drive Performance Center	Cedar Rapids	IA	harddriveperformance.com	712 3rd Ave SE, Cedar Rapids, IA 52401
Mission Athletics	Cedar Rapids	IA	missionathletics.com	5265 Rockwell Dr NE Ste 100, Cedar Rapids, IA 52402
Tipping Point Brazilian Jiu Jitsu	Cedar Rapids	IA	tippingpointbjj.com	5313 N Park Pl NE, Cedar Rapids, IA 52402
Iowa Top Team Boxing & Jiu-Jitsu	Clinton	IA	iowatopteam.com	123 Main Ave, Clinton, IA 52732
Precision Submission Grappling	Clive	IA	precisionsubmissiongrappling.com	2023 NW 92nd Court Suite A, Clive, IA 50325
Ascent Jiu Jitsu	Coralville	IA	ascent-jiujitsu.com	708 5th St Ste 3, Coralville, IA 52241
CBBJJ	Council Bluffs	IA	cbbjj.com	300 West Broadway Suite 112, Council Bluffs, IA 51503
Gracie Jiu-Jitsu Council Bluffs	Council Bluffs	IA	graciecb.com	3415 W Broadway Suite C, Council Bluffs, IA 51501
Breaking Point Jiu-Jitsu Davenport	Davenport	IA	breakingpointbjj.com	3840 W River Dr, Davenport, IA 52802
Tarpein's Dojo	Davenport	IA	tarpeinsdojo.com	235 West 35th Street, Davenport, IA 52806
Decorah Martial Arts	Decorah	IA	decorahmartialarts.com	216 W Water St, Decorah, IA 52101
Des Moines Jiu-Jitsu Academy	Des Moines	IA	iowabjj.com	841 11th St, Des Moines, IA 50309
Renzo Gracie Des Moines	Des Moines	IA	renzograciedesmoines.com	4711 University Ave, Des Moines, IA 50311
Dubuque Jiu-Jitsu	Dubuque	IA	dubuquebjj.com	3135 Cedar Crest Ridge Suite D
Faiferlick Martial Arts	Fort Dodge	IA	fortdodgemartialarts.com	326 South 25th Street, Fort Dodge, IA
Southside Martial Arts	Fort Dodge	IA	southsidemartialarts.com	1028 S 22nd St, Fort Dodge, IA 50501
Olive Branch Jiu Jitsu	Fort Madison	IA	olivebranchjj.com	802 Avenue G, Fort Madison, IA 52627
Arroyo Grappling Academy	Iowa City	IA	arroyograppling.com	1604 Sycamore St, Suite B, Iowa City, IA 52240
Citadel BJJ	Iowa City	IA	bjjiniowacity.com	2325 Naples Ave SW, Iowa City, IA 52240
Zura Jiu-Jitsu	Marshalltown	IA	zurajiujitsu.com	104 E Linn St STE B, Marshalltown, IA
The Flow Institute Mason City	Mason City	IA	tfiexperience.com	100 S Federal Ave, #109, Mason City, IA 50401
Tsunami Flow Jiu Jitsu	Mason City	IA	tsunamiflowjiujitsu.com	
Ludus Combat Sports	Mount Pleasant	IA		
Guardian Jiujitsu & Judo	Ottumwa	IA	guardianjj.com	102 S Market St, Suite A, Ottumwa, IA 52501
Triumph Martial Arts Pella	Pella	IA	triumphma.com	1582 Washington Street, Pella, IA 50219
Jiu-Jitsu Unlimited	Sioux City	IA	jjxkbultd.com	6009 Gordon Dr, Sioux City, IA 51106
One Combat Academy	Sioux City	IA	fourseasonshealthclub.com	1600 7th St, Sioux City, IA 51101
Triumph Martial Arts	Urbandale	IA	triumphma.com	8545 Hickman Road, Urbandale, IA 50322
Cedar Valley Jiu Jitsu	Waterloo	IA	cv-bjj.com	2325 Crossroads Blvd, Waterloo, IA 50701
Andover Jiu Jitsu	Andover	KS	andoverjiujitsu.com	622 N Andover Rd, Andover, KS
Elite Martial Arts Academy	Arkansas City	KS	elitemartialartsacademyks.com	220 South Summit Street, Arkansas City, KS 67005
NWKS Jiu Jitsu Colby	Colby	KS	nwksjiujitsu.com	1035 Taylor Avenue, Colby, KS 67701
Laselva MMA	Derby	KS	laselvamma.com	124 S. Baltimore Ave, Derby, KS 67037
Dodge City House of Grappling	Dodge City	KS	dodgecitygrappling.com	1701 N 14th Ave Suite 6, Dodge City, KS 67801
NWKS Jiu Jitsu Goodland	Goodland	KS	nwksjiujitsu.com	602 Caldwell Avenue, Goodland, KS 67735
November Tango BJJ	Great Bend	KS	novembertangobjj.com	2100 Broadway Avenue, Great Bend, KS 67530
NWKS Jiu Jitsu Hays	Hays	KS	nwksjiujitsu.com	208 E 8th St #1, Hays, KS 67601
Elite Combat Sports Center	Hutchinson	KS	elitecombatsportscenter.com	13 S Main, Hutchinson, KS
Elite Academy of Martial Arts Junction City	Junction City	KS	eliteacademyma.com	826 N Washington St, Junction City, KS 66441
RS MMA and Fitness	Junction City	KS	rsmartialarts.com	121 E 6th Street, Junction City, KS 66441
Caio Terra Academy Lawrence	Lawrence	KS		850 E 13th St, Lawrence, KS 66044
Ground Theory Jiu Jitsu	Lawrence	KS	groundtheoryjiujitsu.com	1035 E 23rd St Suite 3, Lawrence, KS 66046
Rivers Brazilian Jiu-Jitsu	Lawrence	KS	riversjiujitsu.com	850 E 13th St, Lawrence, KS 66044
Brazil Academy USA	Lenexa	KS	brazilacademyusa.com	11441 Strang Line Rd, Lenexa, KS 66215
Bulldog Muay Thai and BJJ	Lenexa	KS		8920 Summit St, Lenexa, KS 66215
Chute Boxe KC	Lenexa	KS	chuteboxekc.com	9530 Marshall Drive, Lenexa, KS 66215
Combative Sports Center	Manhattan	KS	cscmhk.com	116 South 4th Street, Manhattan, KS 66502
Kansas City Brazilian Jiu Jitsu	Mission	KS	kcbjj.com	6516 Martway, Mission, KS 66202
Chaotic Jiu Jitsu	Newton	KS	chaoticjiujitsu.com	212 N Main, Newton, KS 67114
Newton Jiu Jitsu	Newton	KS	newtonjiujitsu.com	400 S Main St, Newton, KS 67114
E3 Jiu-Jitsu	Overland Park	KS	e3sf.org	7010 W 83rd Street, Overland Park, KS 66204
Gracie Barra Overland Park	Overland Park	KS	gboverlandpark.com	9142 W 135th St, Overland Park, KS 66221
Marathon Mixed Martial Arts Academy	Overland Park	KS	overlandparkmma.com	10559 Metcalf Avenue, Overland Park, KS 66212
TMC Brazilian Jiu-Jitsu	Overland Park	KS	tmcbjj.com	6741 W 135th Unit A69, Overland Park, KS 66223
Arise Brazilian Jiu-Jitsu Academy	Pittsburg	KS	arisebjj.org	311 S Broadway St Suite C, Pittsburg, KS 66762
WaveMan Combat Academy	Salina	KS	wavemanjiujitsu.com	740-B Duvall Ave, Salina, KS 67401
R.E. Training Center	Topeka	KS	roneyedlerbrazilianjiujitsu.com	5711 SW 21st, Topeka, KS 66604
Rabbit Hole Jiu Jitsu	Topeka	KS		116 SE Monroe St, Topeka, KS 66603
Animal House FC	Wichita	KS	animalhousefc.com	4300 W Central Ave, Wichita, KS 67212
Burns Martial Arts	Wichita	KS	burnsmartialarts.com	1711 South Eisenhower Street, Wichita, KS 67209
Ethos BJJ Wichita	Wichita	KS	ethosjj.com	1310 West Douglas Avenue, Wichita, KS
Fox Fitness BJJ	Wichita	KS	foxfitnessbjj.com	2923 N Tyler Road, Wichita, KS 67205
Immortal MMA	Wichita	KS	immortalmmawichita.com	1050 S Oliver Ave, Wichita, KS 67218
Prairie Wolfe Jiu Jitsu	Wichita	KS	prairiewolfejiujitsu.com	449 N Mosley, Wichita, KS 67202
Valor Martial Arts	Wichita	KS	wichitavalor.com	1836 South Woodlawn, Wichita, KS 67218
WAMMA Brandon	Brandon	MB	wammabrandon.com	389 Park Avenue East, Brandon, MB
WAMMA Dauphin	Dauphin	MB	wamma.site	PARK-FIT Building, 304 Main Street North (2nd floor), Dauphin, MB R7N 0Y5
WAMMA Flin Flon	Flin Flon	MB	wamma.site	363 Princess Blvd, Flin Flon, MB R8A 0K8
Precision MMA Morden	Morden	MB	precisionmma.ca	451 Jefferson Street, Morden, MB R6M 0C3
WAMMA Niverville	Niverville	MB	wammaniverville.ca	
Iron Image Barbell Club	Selkirk	MB	ironimage.ca	511 Robinson Ave, Selkirk, MB R1A 1E5
Future MMA	Steinbach	MB	futuremma.ca	375 North Front Drive Unit 24, Steinbach, MB R5G 0X7
Revelation Martial Arts	Steinbach	MB	revelationmartialarts.com	34062 Pansy Rd, Steinbach, MB R5G 2R4
WAMMA Thompson	Thompson	MB	wamma.site	25 Station Rd (rear entrance, upstairs), Thompson, MB R8N
RISE Athletics	Winkler	MB	riseactive.ca	245 Kimberly Road, Winkler, MB R6W 0H7
Balance Jiu Jitsu	Winnipeg	MB	balancebjjwinnipeg.com	1308 Portage Ave, Winnipeg, MB R3G 0V2
Brazil-021 Winnipeg	Winnipeg	MB	brazil021wpg.com	1000 Notre Dame Ave, Winnipeg, MB
Canadian Fighting Center	Winnipeg	MB	cfcgym.net	675 Archibald St, Winnipeg, MB R2J 0Y1
Champion Brazilian Jiu-Jitsu & Capoeira	Winnipeg	MB	beachampion.ca	Unit 104, 240 Newmarket Blvd, Winnipeg, MB R3T 6G7
Gracie Jiu-Jitsu Winnipeg	Winnipeg	MB	graciejiujitsuwinnipeg.com	827 Cavalier Dr, Winnipeg, MB R2Y 1C6
Innovative Martial Arts & Fitness	Winnipeg	MB	winnipegmartialarts.ca	15-1599 Dugald Rd, Winnipeg, MB
Robert Lee Martial Arts	Winnipeg	MB	robertleema.ca	3323 Roblin Boulevard, Winnipeg, MB R3R 0C2
Socius BJJ	Winnipeg	MB	sociusbjj.com	Unit 5, 1455 Waverley St, Winnipeg, MB R3T 5Y6
Thrive Academy	Winnipeg	MB	thriveacademy.ca	181 Stradbrook Ave, Winnipeg, MB R3L 0J4
WAMMA NextGen	Winnipeg	MB	wamma.site	222 St Mary's Rd, Winnipeg, MB R2H 1J3
Hub City MMA & BJJ	Aberdeen	SD	hubcitymma.gymdesk.com	206 S Dakota St, Aberdeen, SD 57401
Wolfpack Family Jiujitsu	Aberdeen	SD	wolfpackfamilybjj.com	313 S Main St, Aberdeen, SD 57401
No Illusions Martial Arts	Brookings	SD	noillusionsmartialarts.com	323 6th Street, Brookings, SD 57006
Black Hills Brazilian Jiu-Jitsu	Rapid City	SD	bhbjj.com	3325 W. Main St, Rapid City, SD 57702
Gold Bar Training Center	Rapid City	SD	goldbartrainingcenter.com	2090 Deadwood Ave Suite 3, Rapid City, SD 57701
Rapid City Brazilian Jiu Jitsu	Rapid City	SD		101b New York St, Rapid City, SD 57701
Gracie Jiu-Jitsu Sioux Falls	Sioux Falls	SD	gjjsiouxfalls.com	2300 S West Ave, Entrance D, Sioux Falls, SD 57105
Midwest Martial Arts Academy	Sioux Falls	SD	midwestmartialartssf.com	5014 S Marion Rd, Sioux Falls, SD 57106
Misfits Grappling Club	Sioux Falls	SD	misfitsgrapplingclub.com	3506 N Casco Ave, Sioux Falls, SD 57104
Next Edge Academy	Sioux Falls	SD	nextedgeacademy.com	909 E 8th St, Sioux Falls, SD 57103
Spearfish Martial Arts	Spearfish	SD	spearfishmartialarts.com	2431 E Colorado Blvd, Spearfish, SD 57783
Bozeman JuJitsu	Belgrade	MT	bozemanjujitsu.com	20900 Frontage Rd G2
Kron Gracie Academy	Belgrade	MT	facebook.com	70 Motherlode Ln
CEMA BJJ at BASE Big Sky	Big Sky	MT	cemartialarts.com	285 Simkins Dr.
Straight Blast Gym Bigfork	Bigfork	MT	sbgmontana.com	108 Crestview Dr.
Billings Jiu Jitsu	Billings	MT	billingsjiujitsu.com	1116 Broadwater Ave
Function Jiu Jitsu	Billings	MT	functionjiujitsu.com	1313 Grand Ave. #8A
Gracie Jiu-Jitsu Billings	Billings	MT	graciejiujitsubillings.com	777 15th St W Ste D
The Grindhouse Billings	Billings	MT	mmabillings.com	712 Carbon St ste C
Gallatin Valley Martial Arts	Bozeman	MT	gallatinvalleymma.com	255 Village Center Lane Unit B
Montana Mixed Martial Arts	Bozeman	MT	facebook.com	2010 N 7th Ave
Straight Blast Gym Bozeman	Bozeman	MT	sbgbozeman.com	2320 W Main St. Unit 5
Grit Training Center	Butte	MT	gritmartialarts.com	1707 Continental Dr.
Imperial BJJ	Butte	MT	facebook.com	1131 Utah Ave
Bitterroot Warrior Arts Corvallis	Corvallis	MT	bugoutmt.com	1200 Eastside Hwy Suite C
GB Great Falls	Great Falls	MT	dragonfirebrazilianjiujitsu.com	1200 10th Ave S
Olsen Behring Vale Tudo/MMA	Hamilton	MT	olsenmma.com	404 S 1st St
Bear Hug Jiu-Jitsu	Helena	MT	bearhugmt.com	685 Barney St Suite C
Deliberate Jiu Jitsu at Valley Speedway Athletics	Helena	MT	valleyspeedwayathletics.com	1404 Valley Speedway Rd
Helena Brazilian Jiu-Jitsu	Helena	MT	helenabjj.com	1350 Cherry Ave
Absolute Fight Factory	Kalispell	MT	absolutefightfactory.com	465 Ash Rd Unit H
Hughes' Grappling Academy	Kalispell	MT	hughesgrapplingacademy.com	20 North Main St Center Mall Suite 13
Straight Blast Gym Kalispell	Kalispell	MT	sbgkalispell.com	30 4th St E
Livingston Jiu-Jitsu	Livingston	MT	facebook.com	1014 W Park St. Ste. 3
Dojo USA South BJJ Missoula	Missoula	MT	dojousa.co	3700 S Russell St Suite 122
Missoula Brazilian Jiu Jitsu	Missoula	MT	mslabjj.com	2301 Palmer St 12
Sakura Warrior Arts	Missoula	MT	sakurawarriorarts.com	255 SW Higgins Ave
Straight Blast Gym Missoula	Missoula	MT	sbgmissoula.com	218 W Main St
Traphouse Jiu Jitsu	Missoula	MT	traphousesociety.com	2825 Stockyard Rd Unit A20
Zoo Brazilian Jiu Jitsu	Missoula	MT	zoobjj.com	1521 Cooper St
Red Lodge Grindhouse Jiu Jitsu	Red Lodge	MT	redlodgegrindhouse.com	111 Broadway Ave S
Bitterroot Warrior Arts Stevensville	Stevensville	MT	bugoutmt.com	4039 US Hwy N Suite D
CJJF Central	Aiea	HI	cjjfcentral.com	98-390 Kamehameha Highway Unit A, Aiea, HI 96701
O2 Martial Arts Academy	Aiea	HI	onzuka.com	98-019 Kamehameha Hwy, Suite 208A, Aiea, HI 96701
Island Jiu Jitsu West	Ewa Beach	HI	islandjiujitsuwest.com	91-902 Fort Weaver Road, Ewa Beach, HI 96706
Maui Jiu-Jitsu Academy	Haiku	HI	mauijiujitsu.com	810 Haiku Rd Unit 230, Haiku, HI 96708
UFC GYM Hilo	Hilo	HI	ufcgym.com	777 Kinoole St, Hilo, HI 96720
Caveirinha Jiu-Jitsu Family Hawaii Kai	Honolulu	HI	cjjfhawaii.com	377 Keahole Street #D-1D, Honolulu, HI 96825
Gracie Allegiance Honolulu	Honolulu	HI	honolulubjj.com	
Gracie Barra Aloha Stadium	Honolulu	HI	graciebarra.com	4510 Salt Lake Blvd, Honolulu, HI 96818
HNL Jiu Jitsu Academy	Honolulu	HI	hnljiujitsuacademy.com	7192 Kalanianaole Highway Suite C-200, Honolulu, HI 96825
Island Jiu-Jitsu	Honolulu	HI	islandjiujitsu.com	760 Halekauwila Street, Honolulu, HI 96813
Kansept Academy	Honolulu	HI	kanseptacademy.com	904 Kohou St Suite 201, Honolulu, HI 96817
Mano Jiu Jitsu	Honolulu	HI	manojiujitsu.com	2752 Woodlawn Drive 2nd floor, Honolulu, HI 96822
Relson Gracie Jiu-Jitsu Ronn Shiraki Academy	Honolulu	HI	ronnshiraki.com	737 Kapahulu Ave, Honolulu, HI 96816
Relson Gracie Jiu-Jitsu Team HK	Honolulu	HI	graciehonolulu.com	1712 S King Street 2nd Fl #200, Honolulu, HI 96826
Sapateiro Jiu Jitsu Academy	Honolulu	HI	oahubjj.com	560 N. Nimitz Hwy Suite 112A, Honolulu, HI 96817
Technics Jiu-Jitsu Academy	Honolulu	HI	gracietechnics.com	1222 Kaumualii St, Honolulu, HI 96817
Maui Grappling Academy	Kahului	HI	mauigrapplingacademy.com	180 East Wakea Avenue, Unit I, Kahului, HI 96732
Gracie Jiu Jitsu Kailua	Kailua	HI	graciejiujitsukailua.com	35 Kainehe St Suite 103, Kailua, HI 96734
Masters Martial Arts School	Kailua	HI	mastersmartialartsschool.com	270 Kuulei Rd Suite 202, Kailua, HI 96734
Exodus Martial Arts Academy	Kailua-Kona	HI	exodusmaahawaii.squarespace.com	74-5599 Luhia Street, Suite E2, Kailua-Kona, HI 96740
Foundation BJJ	Kailua-Kona	HI	foundationbjj.net	73-5563 Olowalu St, Kailua-Kona, HI 96740
Shibui Dojo	Kailua-Kona	HI		73-5619 Kauhola St Ste 105-106, Kailua-Kona, HI 96740
The Process Martial Arts Academy	Kailua-Kona	HI	theprocessmartialarts.com	73-5590 Kauhola St, Kailua-Kona, HI 96740
Hawaii Jiu Jitsu Lab	Kaneohe	HI	hawaiijiujitsulab.com	47-388 Hui Iwa St #11, Kaneohe, HI 96744
K-Team Martial Arts	Kaneohe	HI	k-team-martial-arts.com	46-012 Alaloa Street 3rd Warehouse Unit, Kaneohe, HI 96744
Bragiao BJJ MMA	Kapaa	HI	mmaonkauai.com	4-484 Kuhio Hwy #L4, Kapaa, HI 96746
Gracie Barra Kapolei	Kapolei	HI	graciebarra.com	1019 Lauia St Bay 7, Kapolei, HI 96707
TRXTR Studio	Kapolei	HI	bjjkapolei.com	2045 Lauwiliwili St 403, Kapolei, HI 96707
House of Alameda Jiu Jitsu	Keaau	HI	alamedajj.com	16-212 Melekahiwa Place, Keaau, HI 96749
Ohana Jiu Jitsu Academy	Kihei	HI	ohanajiujitsumaui.com	650 Lipoa Pkwy, Kihei, HI 96753
Lions BJJ Kauai	Lihue	HI	kauaibjj.com	3205 Fujii Street, Lihue, HI 96766
United BJJ Hawaii	Pearl City	HI	unitedbjjhawaii.com	1000 Kamehameha Hwy, Pearl City, HI 96782
Central Oahu Jiu-Jitsu Academy	Wahiawa	HI	graciehi.com	401 North Cane St. #A3, Wahiawa, HI 96786
Mad Tiger Academy	Wahiawa	HI	madtigerbjj.com	249 Kellogg St, Wahiawa, HI 96786
Hanaloa School of Jiu-Jitsu	Wailuku	HI	hanaloaschoolofjiujitsu.com	261 Hookahi Street, Wailuku, HI 96793
Maui Kombat Academy	Wailuku	HI	mauikombatacademy.com	1161 Main St, Wailuku, HI 96793
United Team Maui	Wailuku	HI	bjjwailuku.com	37 Central Ave, Wailuku, HI 96793
West Kauai Jiu-Jitsu	Waimea	HI	westkauaijiujitsu.com	Makana Training Center, 9935 Kaumualii Hwy, Waimea, HI 96796
Blackfoot Jiu Jitsu and Fitness	Blackfoot	ID	blackfootjiujitsu.com	1010 W Bridge Street Suite F, Blackfoot, ID 83221
Alliance Jiu Jitsu East Boise	Boise	ID	allianceboise.org	880 S Vista Ave, Boise, ID 83705
Brave BJJ Boise	Boise	ID	brave-bjj.com	8707 W State St, Boise, ID 83714
Gracie Barra South Boise	Boise	ID	gbsouthboise.com	8958 W Ardene St, Boise, ID 83709
Gracie Barra Southeast Boise	Boise	ID	gbsoutheastboise.com	2475 S Apple St Suite 104, Boise, ID 83706
SBG Idaho	Boise	ID	sbgidaho.com	1522 W River St, Boise, ID 83702
Self Reliant Jiu Jitsu	Boise	ID	selfreliantjiujitsu.com	2769 S Broadway Ave, Boise, ID 83706
The PIT Idaho	Boise	ID	thepitidaho.com	10 S Cole Rd, Boise, ID 83709
Gracie Barra Caldwell	Caldwell	ID	graciebarra.com	708 Main St, Suite 1a, Caldwell, ID 83605
Idahome Jiu-Jitsu	Caldwell	ID	idahomejiujitsu.com	2922 Cleveland Blvd Ste 600, Caldwell, ID 83605
Studio 671 Jiu Jitsu	Caldwell	ID	studio671jiujitsu.com	1322 Lauren Lane Suite 101, Caldwell, ID 83605
BPi Fighting Systems	Coeur d'Alene	ID	bpifight.com	1917 North Lakewood Drive, Coeur d'Alene, ID 83814
CDA Jiu-Jitsu	Dalton Gardens	ID	cdajiujitsu.com	7680 N Government Way 2, Dalton Gardens, ID 83815
SBG Teton Valley	Driggs	ID	sbgtetonvalley.com	528 Valley Centre Dr 1, Driggs, ID 83422
Alliance Jiu Jitsu Eagle	Eagle	ID	allianceboise.org	195 S Wooddale Ave, Eagle, ID 83616
Battles Jiu Jitsu	Eagle	ID	battlesjiujitsu.com	220 S Herons Flight Ln #103, Eagle, ID 83616
Gracie Barra Boise	Garden City	ID	graciebarra.com	5681 N Glenwood St, Garden City, ID 83714
Jiu-Jitsu 100 Academy	Hailey	ID	jiujitsu100.com	111 S Main St, Hailey, ID 83333
Gracie Barra Hayden	Hayden	ID	gbhayden.com	978 W Hayden Ave, Hayden, ID 83835
SOMA Jiu-Jitsu Academy Idaho Falls	Idaho Falls	ID	idahofallsbjj.com	1572 N Hitt Road, Idaho Falls, ID 83401
Vibe Jiu Jitsu & Grappling Arts	Idaho Falls	ID	vibejiujitsu.com	1808 E Piper St #1, Idaho Falls, ID 83401
Gracie Jiu-Jitsu Sandpoint	Kootenai	ID	graciesandpoint.com	323 McGhee Rd 107, Kootenai, ID 83840
Gem State Jiu Jitsu	Kuna	ID	gemstatejiujitsu.com	757 E Stagecoach Way Suite 103, Kuna, ID 83634
Arnett's Martial Arts America	Lewiston	ID	martialartsamericaid.com	650 Thain Road, Lewiston, ID 83501
Atlas Jiu Jitsu	Meridian	ID	atlas-jiujitsu.com	2932 N Eagle Rd #101, Meridian, ID 83646
Gracie Barra Meridian	Meridian	ID	graciebarrameridian.com	68 East Fairview Ave, Meridian, ID 83642
