region	name	city	stored_w	override_w	why_blank	src
NV	No Limits Martial Arts	Carson City			no w key	snippets/tjjm-gyms-data-2.liquid
NV	University of Grappling: Elko	Elko			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Gracie Barra Henderson	Henderson	http://www.gblasvegas.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Relson Gracie Jiu Jitsu Team HK Las Vegas	Henderson	http://relsongracielv.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Renzo Gracie Henderson Jiu Jitsu	Henderson	https://www.renzograciehenderson.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Samurai Brazilian Jiu Jitsu Academy	Henderson	https://samuraitc.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Veritas Combat Arts And Fitness Academy	Henderson	http://veritascombatarts.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Las Vegas Fight Center	Las Vegas	https://lasvegasfightcenter.com		override blanks it	snippets/tjjm-gyms-data.liquid
NV	Tristar Las Vegas	Las Vegas	https://tristarlasvegas.com		override blanks it	snippets/tjjm-gyms-data.liquid
NV	AE Brazilian Jiu Jitsu	Las Vegas			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Cascao Evolution BJJ	Las Vegas			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Cascao Jiu Jitsu	Las Vegas	http://www.cascaojiujitsu.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Destiny Health & MMA	Las Vegas			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Fredson Paixao Academy	Las Vegas	http://fredsonpaixaobjj.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Hard Knocks Muay Thai & Judo	Las Vegas	http://www.hkmtkickboxing.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Las Vegas Fight Club	Las Vegas	http://www.thelasvegasfightclub.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	MC Unit jiu jitsu Academy	Las Vegas			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Reylson Gracie Jiu-Jitsu Health & Wellness Center	Las Vegas			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Ribeiro Jiu-Jitsu - Las Vegas	Las Vegas	http://www.ribeirojiujitsulasvegas.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Tapout Research & Development Training Center	Las Vegas	http://www.tapoutlasvegas.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	The Academy of Brazilian Jiu Jitsu	Las Vegas			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Throwdown Training Center	Las Vegas			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Wand Fight Team	Las Vegas	https://www.wandfightteam.vegas		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Orient Jiu Jitsu	Paradise			no w key	snippets/tjjm-gyms-data-2.liquid
NV	Battle Born MMA	Reno	http://www.battlebornmma.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Lion's Den MMA & Fitness Center	Reno	http://www.lionsdenreno.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NV	Atos Jiu Jitsu Reno	Sparks	http://www.atosjiujitsureno.com		override blanks it	snippets/tjjm-gyms-data-2.liquid
NY	Modern Martial Arts Astoria	Queens			stored w is empty string	snippets/tjjm-gyms-data-36.liquid
NY	Yin Yang Jiu Jitsu	Queens			stored w is empty string	snippets/tjjm-gyms-data-36.liquid
OH	Apex Fight Systems	Akron			no w key	snippets/tjjm-gyms-data-15.liquid
OH	Dudu Barros Jiu Jitsu Academy	Akron			no w key	snippets/tjjm-gyms-data-15.liquid
OH	McLeod Jiu-Jitsu Predator Martial Arts Royce Gracie Jiu-Jitsu	Akron			no w key	snippets/tjjm-gyms-data-15.liquid
OH	Ohio Fitness & Martial Arts	Bellefontaine			no w key	snippets/tjjm-gyms-data-15.liquid
OH	RTSC Training Center	Brook Park	https://sasclevelandohio.com		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Bryan Jiu-Jitsu Academy	Bryan	http://jiujitsubryan.ninja/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Victory MMA Jujitsu Sbmssn	Canton	http://www.victorymmasubmissionfighting.org/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Kombat Arts Ohio	Cincinnati	https://kombatartsohio.com		override blanks it	snippets/tjjm-gyms-data.liquid
OH	GB Kenwood	Cincinnati			no w key	snippets/tjjm-gyms-data-15.liquid
OH	Renzo Gracie Cleveland	Cleveland	https://renzograciecleveland.com		override blanks it	snippets/tjjm-gyms-data.liquid
OH	Cal Crowell Fitness, Athletic & MMA Training Center	Cleveland	http://www.clevelandmmatraining.com/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Resistance Lab Brazilian Jiu Jitsu	Columbia Station	http://resistancelabbjj.com/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Bushido Martial Arts Club	Columbus	http://www.graciebushido.com/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Ernie Reyes' Midwest Martial Arts	Columbus	http://www.columbus-martial-arts.com/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Rise Ohio	Delaware	http://www.riseohio.com		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Martial Arts Alliance	Dublin	http://www.martialartsalliance.net/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Zenith Ohio BJJ	Elyria			no w key	snippets/tjjm-gyms-data-15.liquid
OH	Dayton Vision MMA	Fairborn			no w key	snippets/tjjm-gyms-data-15.liquid
OH	Endeavor Defense & Fitness	Hilliard	http://www.gymhilliard.com		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Danger Zone Gym	Lima	http://www.dangerzonegym.com/contact-us		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	GB Middleburg	Middleburg Heights			no w key	snippets/tjjm-gyms-data-15.liquid
OH	McCabe Militia - Mixed Martial arts training	New Holland			no w key	snippets/tjjm-gyms-data-15.liquid
OH	Synergy Martial Arts Academy	Newton Falls	http://www.synergymartialartsohio.com/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Adrenaline Academy	Sandusky			no w key	snippets/tjjm-gyms-data-15.liquid
OH	Koguryo Martial Arts Academy	Sunbury	http://www.koguryoma.com/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	Love And Chokes Jiu Jitsu Academy	Warrensville Heights	http://loveandchokes.com/		override blanks it	snippets/tjjm-gyms-data-15.liquid
OH	GB Lewis Center	Westerville			no w key	snippets/tjjm-gyms-data-15.liquid
OH	Team Torque Mixed Martial Arts	Wilmington			no w key	snippets/tjjm-gyms-data-15.liquid
OK	Conquer BJJ Mixed Martial Arts Academy	Ada	conquerbjjada.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Rebellion Martial Arts	Ada			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	10th Planet Jiu-Jitsu Altus	Altus	altusmartialarts.ninja		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Platypus BJJ	Bartlesville			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Munoz BJJ and Combat Sports	Blanchard			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Brothers Jiu Jitsu	Broken Arrow	brothersjiujitsu.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Cohesion Brazilian Jiu-Jitsu & Judo Academy	Broken Arrow			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Team Impact Martial Arts & Fitness	Broken Arrow	teamimpactok.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Northside Brazilian Jiu Jitsu	Collinsville	thenorthsidebjj.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Lucas Martial Arts	Duncan			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Empire Jiu-Jitsu Durant	Durant	empirejiujitsudurant.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	American Elite Mixed Martial Arts	Edmond	edmondbjj.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Kudos	Edmond			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Prodigy Jiu-Jitsu	Edmond	peopleclimbers.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	KMG Martial Arts Inc	El Reno	kmgmartialarts.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Shah Mat Brazilian Jiu Jitsu	Enid			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	True Grit Jiu Jitsu and Defense	McAlester	truegritjiu-jitsu.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Church BJJ	Muskogee			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Mega Church Jiu Jitsu	Muskogee			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Thunder MMA	Muskogee			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	F-5 Grappling	Mustang			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Kaizen Performance LLC	Norman	kaizenperformance.net		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	National Martial Arts of Norman	Norman	nmanorman.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Sen Shin Kan Dojo	Oklahoma City	senshinkandojo.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Yu'ki MMA	Oklahoma City			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Prowess Brazilian Jiu-Jitsu	Okmulgee	prowessbjj.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Clinch Martial Arts Academy - Owasso	Owasso	teamclinch.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Combat Syndicate	Ponca City			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Oklahoma Combat Sports / KORE BJJ	Poteau	site.oklahomacombatsports.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Trinity Martial Arts	Pryor	trinitypryor.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Alexander Jiu-Jitsu	Seminole	https://alexanderjiujitsu.com		override blanks it	snippets/tjjm-gyms-data.liquid
OK	Jackson Academy Martial Art Fitness	Stillwater	jacksonacademymartialarts.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	Ryan Brazilian Jiu Jitsu	Tulsa			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
OK	Tulsa Judo and Jiu Jitsu	Tulsa	tulsajudoclub.com		override blanks it	snippets/tjjm-gyms-data-31.liquid
OK	3 Feathers MMA Muay Thai Warriors 4 Christ	Wilburton			stored w is empty string	snippets/tjjm-gyms-data-31.liquid
ON	Valens Jiu Jitsu Academy	Hamilton	https://valensjiujitsu.com		override blanks it	snippets/tjjm-gyms-data.liquid
ON	Alliance Jiu Jitsu London Ontario	London	https://alliancejiujitsulondon.ca		override blanks it	snippets/tjjm-gyms-data.liquid
ON	South Mississauga Jiu Jitsu	Mississauga	https://southmississaugabjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
ON	Alliance Jiu Jitsu Ottawa	Ottawa	https://alliancejiujitsuottawa.com		override blanks it	snippets/tjjm-gyms-data.liquid
ON	Stratford BJJ Ontario	Stratford	https://stratfordbjjon.com		override blanks it	snippets/tjjm-gyms-data.liquid
ON	Woodstock BJJ Ontario	Woodstock	https://woodstockbjjon.com		override blanks it	snippets/tjjm-gyms-data.liquid
OR	Full Force Mma	Aloha			stored w is empty string	snippets/tjjm-gyms-data-35.liquid
OR	RISE Mixed Martial Arts - Eugene	Eugene	http://risemixedmartialartseugene.com/		override blanks it	snippets/tjjm-gyms-data-35.liquid
OR	Eugene Jiu Jitsu Club	Eugene	http://www.eugenejiujitsuclub.com/		override blanks it	snippets/tjjm-gyms-data-35.liquid
OR	CTA Forest Grove Jiu Jitsu	Forest Grove	https://www.forestgrovebjj.com/		override blanks it	snippets/tjjm-gyms-data-35.liquid
OR	Impact Next Generation	Gresham	http://impactnextgeneration.com		override blanks it	snippets/tjjm-gyms-data-35.liquid
OR	Animals MMA Oregon	Hubbard			stored w is empty string	snippets/tjjm-gyms-data-35.liquid
OR	Rogue Jiu Jitsu	Medford			stored w is empty string	snippets/tjjm-gyms-data-35.liquid
OR	Cauliflower Ear Family	Medford	http://cauliflowerearfamily.com/		override blanks it	snippets/tjjm-gyms-data-35.liquid
OR	Krav Maga Self Defense & Fitness	Milwaukie	http://www.kravmagaportland.com		override blanks it	snippets/tjjm-gyms-data-35.liquid
OR	Walkers Martial Arts Academy	Newberg			stored w is empty string	snippets/tjjm-gyms-data-35.liquid
OR	Defense Training Institute	Philomath			stored w is empty string	snippets/tjjm-gyms-data-35.liquid
OR	Portland Small Circle Jujitsu	Portland	http://www.portlandjujitsu.com/		override blanks it	snippets/tjjm-gyms-data-35.liquid
OR	Rockaway Brazilian Jiu Jitsu	Rockaway Beach	http://rockawaybjj.net/		override blanks it	snippets/tjjm-gyms-data-35.liquid
OR	Stayton Self Defense	Stayton			stored w is empty string	snippets/tjjm-gyms-data-35.liquid
PA	Apgar Mixed Martial Arts	Bath	http://www.apgarmma.com/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Jade Studio	Berwyn	http://www.jademovementstudio.com		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Zezinho's Mota Jiu-Jitsu School	Bridgeville	http://www.zzmbjj.com/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Keystone Brazilian Jiu-Jitsu & Mixed Martial Arts	Bristol			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Gracie Barra Carlisle	Carlisle	http://www.gbcarlisle.com/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Gracie Sports Team	Dunmore			no w key	snippets/tjjm-gyms-data-22.liquid
PA	NEPA Mixed Martial Arts	Edwardsville			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Harrisburg Mixed Martial Arts	Harrisburg			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Hermitage Brazilian Jiu Jitsu	Hermitage			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Green Jiu Jitsu	King of Prussia			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Ramsey Academy of Martial Arts	Lewisburg	http://www.bvrec.org/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Competitive Edge Martial Arts	Maple Glen			no w key	snippets/tjjm-gyms-data-22.liquid
PA	House of Arts Jiu Jitsu	Media	http://hoabjj.com		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Bucks MMA	Newtown	http://www.bucksmma.com/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Ricardo Almeida Brazilian Jiu Jitsu & Martial Arts	Newtown	http://www.newtownbjj.com		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Marquez MMA	Philadelphia			no w key	snippets/tjjm-gyms-data-22.liquid
PA	USA MMA Academy	Phoenixville	http://www.usammaacademy.com		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Personal Training Tactics by Don Kaecher	Pittsburgh			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Gracie Jiu-Jitsu Richboro	Richboro			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Elite Performance Combat Club	Shamokin	http://www.epccbjj.com/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Spring Grove Brazilian Jiu-Jitsu	Spring Grove			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Renzo Gracie Pocono / Jiu Jitsu Asylum	Stroudsburg			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Northeastern Ju Jitsu	Swoyersville	http://www.nejujitsu.com/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	X-Treme MMA American Top Team	Warrington	http://www.warringtonjiu-jitsu.com/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Williamsport School of Self Defense	Williamsport			no w key	snippets/tjjm-gyms-data-22.liquid
PA	Delco Brazilian Jiu-Jitsu	Woodlyn	http://www.delcobjj.com/		override blanks it	snippets/tjjm-gyms-data-22.liquid
PA	Red Lion BJJ	York			no w key	snippets/tjjm-gyms-data-22.liquid
QC	Patenaude Martial Arts Gatineau	Gatineau	https://patenaude-martialarts.com		override blanks it	snippets/tjjm-gyms-data.liquid
QC	Action & Reaction MMA	Laval	https://actionreactionmma.ca		override blanks it	snippets/tjjm-gyms-data.liquid
QC	Levis BJJ	Lévis	https://levisbjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
QC	Renzo Gracie Montreal	Montreal	https://renzogracieontreal.com		override blanks it	snippets/tjjm-gyms-data.liquid
QC	Santos Brothers BJJ Montreal	Montreal	https://santosbrothersbjjmtl.com		override blanks it	snippets/tjjm-gyms-data.liquid
QC	Alliance Jiu Jitsu Quebec City	Quebec City	https://alliancejiujitsuqc.com		override blanks it	snippets/tjjm-gyms-data.liquid
QC	Rimouski Submission Fight	Rimouski			no w key	snippets/tjjm-gyms-data-43.liquid
QC	Newaza Studio Jiujitsu	Rouyn-Noranda			no w key	snippets/tjjm-gyms-data-43.liquid
QC	Nova Uniao St-Jean	Saint-Jean-sur-Richelieu			no w key	snippets/tjjm-gyms-data-43.liquid
QC	Sept-Iles BJJ	Sept-Îles	https://septilesbjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
RI	Cortes BJJ	Warwick	https://cortesbjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
SD	Rapid City Brazilian Jiu Jitsu	Rapid City			no w key	snippets/tjjm-gyms-data-39.liquid
SK	Estevan Combat Sports and Fitness	Estevan			stored w is empty string	snippets/tjjm-gyms-data-38.liquid
SK	Weyburn MMA Club	Weyburn			stored w is empty string	snippets/tjjm-gyms-data-38.liquid
TN	Maryville Jiu-Jitsu	Alcoa	https://www.maryvillejiujitsu.com		override blanks it	snippets/tjjm-gyms-data.liquid
TN	Armory Jiu-Jitsu Academy Chattanooga	Chattanooga	https://www.armoryjiujitsuacademy.com		override blanks it	snippets/tjjm-gyms-data.liquid
TN	Kaze BJJ and Judo Institute	Clarksville	https://kazebjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
TN	Columbia BJJ Tennessee	Columbia	https://columbiabjjtn.com		override blanks it	snippets/tjjm-gyms-data.liquid
TN	Profectus Jiu-Jitsu Hendersonville	Hendersonville	https://profectusjiujitsu.com		override blanks it	snippets/tjjm-gyms-data.liquid
TN	Jackson BJJ Tennessee	Jackson	https://jacksonbjjtn.com		override blanks it	snippets/tjjm-gyms-data.liquid
TN	Tri-Cities BJJ	Johnson City	https://tricitiesbjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
TN	Lebanon BJJ Tennessee	Lebanon	https://lebanonbjjtn.com		override blanks it	snippets/tjjm-gyms-data.liquid
TX	Revolutionary Fitness & MMA	Abilene	http://www.revfitmma.com/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	Gracie Jiu-Jitsu Adkins	Adkins			no w key	snippets/tjjm-gyms-data-7.liquid
TX	Checkmat BJJ Allen - Texas	Allen			no w key	snippets/tjjm-gyms-data-7.liquid
TX	Submission Boxing Academy	Alvin			no w key	snippets/tjjm-gyms-data-7.liquid
TX	Independent Brazilian Jiu Jitsu, Arlington	Arlington			no w key	snippets/tjjm-gyms-data-7.liquid
TX	Austin Mixed Martial Arts	Austin	https://www.austinmixedmartialarts.com/		override blanks it	snippets/tjjm-gyms-data.liquid
TX	Carlos Machado Jiu-Jitsu Mid Cities	Bedford	https://carlosmachadojiujitsumidcities.com/Home/Offer/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	Warlord MMA	Big Spring			no w key	snippets/tjjm-gyms-data-7.liquid
TX	Grind House Training Facility	Boerne	http://www.grindhousetraining.com/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	Gracie Barra Carrollton	Carrollton	https://www.gbcarrollton.com		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	Trainers Elite	Carrollton	http://www.trainerselite.net/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	GKX Martial Arts	Cedar Park	http://www.gkxtreme.com/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	EnergyFIT Mixed Martial Arts & Fitness	Conroe	http://energyfitacademy.com/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	South texas fight academy	Corpus Christi			no w key	snippets/tjjm-gyms-data-7.liquid
TX	Xtreme MMA	Corpus Christi	http://www.xtrememmabjj.com/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	Atos Jiu-Jitsu Houston	Deer Park	http://www.atoshoustonbjj.com		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	Texas Elite MMA	Denton	http://www.teamgibson.net/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	Evolve BJJ	Fort Worth	https://www.evolvebjj.com/		override blanks it	snippets/tjjm-gyms-data.liquid
TX	Powerhouse MMA Academy	Fort Worth			no w key	snippets/tjjm-gyms-data-7.liquid
TX	TX Black Belt Academy Ft Worth	Fort Worth	http://www.txbba-fortworth.com/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	GB Sienna	Fresno			no w key	snippets/tjjm-gyms-data-12.liquid
TX	Chop Shop MMA	Greenville	http://www.chopshopmma.com/		override blanks it	snippets/tjjm-gyms-data-7.liquid
TX	Collins Martial Arts	Hurst	http://www.collinsmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Terra Leon Brazilian Jiu Jitsu	Killeen			no w key	snippets/tjjm-gyms-data-8.liquid
TX	Applied Sports MMA Family Fitness Gym	Lakeway			no w key	snippets/tjjm-gyms-data-8.liquid
TX	Sangue Novo FT / Gallos Prietos Jiu Jitsu	Laredo	https://sanguenovojj.com/		override blanks it	snippets/tjjm-gyms-data.liquid
TX	Sangue Novo Brazilian Jiu-Jitsu Academy	Laredo			no w key	snippets/tjjm-gyms-data-8.liquid
TX	Longview BJJ	Longview	https://longviewbjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
TX	Pure Jiu-Jitsu Longview	Longview	https://pjlvtx.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Combat Base TX / Shebaro Jiu Jitsu / We Defy HQ	McKinney	https://shebarojiujitsu.com		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	KO Empire Fight Academy / BJJ Mesquite TX 75149	Mesquite	https://www.koempirefa.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Premier Martial Arts-Mission	Mission	http://www.missiontxmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Unconventional Performance & Training	New Braunfels	http://www.rodrigopinheirobjj.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Peak Performance Brazilian Jiu-Jitsu	North Richland Hills	http://www.peakbjj.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Gracie Jiu-Jitsu Pearland	Pearland			no w key	snippets/tjjm-gyms-data-8.liquid
TX	Sahuque Brazilian Jiu-jitsu	Pecos			no w key	snippets/tjjm-gyms-data-8.liquid
TX	Spartan Fit MMA	Rhome			no w key	snippets/tjjm-gyms-data-8.liquid
TX	ASL JunSur Martial Arts	Richardson	https://www.asljiujitsu.com/		override blanks it	snippets/tjjm-gyms-data.liquid
TX	CAYA Martial Arts	Rockwall	http://www.cayamartialarts.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	JBSA BJJ Open Mat	San Antonio			no w key	snippets/tjjm-gyms-data-8.liquid
TX	Martial Arts Academy Of San Antonio	San Antonio	http://www.martialartssa.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Benavides Mixed Martial Arts	San Benito	http://www.benavidesmma.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Garcia Brazilian Jiu-Jitsu	San Benito			no w key	snippets/tjjm-gyms-data-8.liquid
TX	Lucky Jiu-Jitsu and Fitness Club	Southlake	https://luckybjj.com		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Katana Jiu-Jitsu Academy	Spring	http://katanajiu-jitsuacademy.com		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Defenders Martial Arts Academy	Tomball	http://www.defendersmaa.com		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	McCoy's Brazilian Jiu Jitsu & MMA - Tomball	Tomball	http://mccoysmma.com/		override blanks it	snippets/tjjm-gyms-data-8.liquid
TX	Gracie Jiu-Jitsu Weatherford	Weatherford			no w key	snippets/tjjm-gyms-data-8.liquid
VA	Capital Jiu-Jitsu Academy-Royce Gracie Network	Alexandria			no w key	snippets/tjjm-gyms-data-23.liquid
VA	Virginia Jiu-Jitsu Academy	Ashburn	http://www.virginiajiu-jitsuacademy.com		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	RVA MMA Ashland	Ashland	http://rvamma.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Elite Grappling	Cedar Bluff			no w key	snippets/tjjm-gyms-data-23.liquid
VA	Silverback Academy	Chantilly			no w key	snippets/tjjm-gyms-data-23.liquid
VA	Culpeper Brazilian Jiu-Jitsu	Culpeper	http://crossfitculpeper.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	GB Fredericksburg	Fredericksburg	https://graciejiujitsufredericksburg.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	The Kennel MMA	Fredericksburg			no w key	snippets/tjjm-gyms-data-23.liquid
VA	The Lab MMA	Fredericksburg	http://www.thelabbjj.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Tenth Round Boxing & MMA	Leesburg	https://www.pedroboxing.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Feks MMA	Lynchburg	http://www.mma4lynchburg.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Breakaway Jiu Jitsu	Newport News	http://www.breakawayjiujitsu.com		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Bushido MMA (Muay Thai and BJJ)	Portsmouth	http://bushidomma.net/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Gracie Jiu-Jitsu Richmond	Richmond			no w key	snippets/tjjm-gyms-data-23.liquid
VA	Team Passos Jiu Jitsu	Sterling			no w key	snippets/tjjm-gyms-data-23.liquid
VA	Augusta Combat Sports	Stuarts Draft	http://www.augustacombatsports.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Principle MMA	Timberville			no w key	snippets/tjjm-gyms-data-23.liquid
VA	Winbjj Mixed Martial Arts	Winchester	http://www.winbjj.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Gold Medal Grappling	Woodbridge	http://www.ameri-jitsu.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
VA	Modern American MMA	Yorktown	http://www.mammas-boys.com/		override blanks it	snippets/tjjm-gyms-data-23.liquid
WA	Elite Brazilian Jiu-Jitsu of Factoria	Bellevue			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Seiei Martial Arts and Fitness Center	Bellevue			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Northshore MMA & Fitness	Bothell			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Urban Alliance Training Center	Brush Prairie			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Forge Combat Academy	Camas			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Connection Rio Jiu-Jitsu Academy College Place	College Place			no w key	snippets/tjjm-gyms-data-45.liquid
WA	Enumclaw Jiu-Jitsu	Enumclaw			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Matwork MMA	Gig Harbor			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Ring Demon	Kent			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
